2:42 P.M.  天气/多云
[name="Greyy"]  Huh?
[name="그레이"]  네?

[name="莱恩哈特"]  嗯？我之前没讲吗？
[name="レオンハルト"]  ん？　言ってなかったっけ？
[name="Leonhardt"]  Hm? Did I not tell you about this before?
[name="레온하르트"]  응? 전에 말하지 않았나?

[name="断崖"]  你之前讲到想想该怎么和他说。
[name="エアースカーペ"]  なんて伝えようかとしか言っていない。
[name="Ayerscarpe"]  You were wondering how to break it to him a while ago.
[name="에이어스카르페"]  어떻게 설명해 줄지 고민하다 말았잖아.

[name="莱恩哈特"]  这么个。
[name="レオンハルト"]  そっか。
[name="Leonhardt"]  Oh, right.
[name="레온하르트"]  그랬나.

[name="莱恩哈特"]  雷姆必拓的事我们是在矿队见得多啦，不过格雷伊你应该还是头一回吧。
[name="レオンハルト"]  レム・ビリトンで起きることは、俺たちは採掘隊にいた時いっぱい経験してきたけど、グレイくんはこれが初めてかな？
[name="Leonhardt"]  Well, we know Rim Billiton like the back of our hands since we were on the mining team, but I guess you don't know that much about this place, right, Greyy?
[name="레온하르트"]  림 빌리턴의 일이라면 우리는 채굴팀에서 지겹도록 봤었지만, 그레이 너는 아마 처음이겠지.

[name="莱恩哈特"]  这个求援信号首先就未必真的源自落难城镇，可能是一群暴徒的陷阱。
[name="レオンハルト"]  まずこの救難信号は、本当に座礁した都市から発せられたものであるとは限らない……暴徒の罠である可能性もある。
[name="Leonhardt"]  First, this distress signal isn't necessarily coming from a town that's in trouble. It might be a trap.
[name="레온하르트"]  이 구조 신호 말인데, 우선 정말 곤경에 빠진 도시에서 보내온 게 아닐지도 몰라. 폭도들의 함정일 가능성도 있어.

[name="莱恩哈特"]  其次就算它真的是，它刚才发出的信号也很可能会引来一些想要趁火打劫的家伙。
[name="レオンハルト"]  次に、もし本当の信号だとしても、それが混乱に乗じて略奪しようと企む連中を、引き寄せる可能性がある。
[name="Leonhardt"]  And suppose it's real, the signal might also attract rioters to loot the place.
[name="레온하르트"]  그리고 설령 신호가 진짜라고 해도, 아까 보낸 신호로 인해 분명 이 틈에 한탕 노리려는 녀석들이 몰려들었을 거야.

[name="莱恩哈特"]  还有最哭笑不得的情况，就是一伙暴徒布下的陷阱引来了另一伙暴徒。
[name="レオンハルト"]  一番おかしなのが、その両方がセットの場合だね。
[name="Leonhardt"]  And you know what would be really hilarious? If it's both. A trap that draws in some rough looters.
[name="레온하르트"]  가장 난감한 상황은, 폭도 무리가 판 함정에 다른 폭도들까지 몰려든 경우지.

[name="莱恩哈特"]  从一路上收集到的回波来看，我感觉目标地点的生命体数量和分布不太对劲。
[name="レオンハルト"]  途中で収集したエコー図を見ると、目標地点の生命体の数と分布がどうも不自然に感じたよね。
[name="Leonhardt"]  I've been measuring the signal's echoes on the way here, and it kinda feels like the number and density of people at our destination is kinda off.
[name="레온하르트"]  오는 길에 수집한 반향을 봤을 때, 목표 지점의 생명체 수와 분포가 어쩐지 심상치 않아.

[name="莱恩哈特"]  以城镇而言，人数似乎有些少而且相对太过集中。但又确实明显能感觉到有大量的源石制品和建筑物，真希望不是镇民遇到了绑架什么的。
[name="レオンハルト"]  都市にしては、人数が少ないし集中し過ぎている。でも大量の源石製品と建築物は確かに感じられる。街の人々が誘拐とかに遭ってなければいいけど。
[name="Leonhardt"]  For a town, there's too few and they're too packed together, but there's clearly a large amount of Originium products and buildings there. I sure hope the townspeople weren't kidnapped.
[name="레온하르트"]  도시라고 하기엔, 인구도 적고 상대적으로 너무 밀집되어 있어. 하지만 또 대량의 오리지늄 제품과 건축물도 명확하게 감지된단 말이지. 주민들이 납치되거나 한 것만 아니었으면 좋겠는데.

[name="莱恩哈特"]  啊......不过只要不是遇到锈锤之类的麻烦家伙，有我们几个就足够应付啦！
[name="レオンハルト"]  まあ……でも「錆鎚」とか面倒な奴らじゃなければ、俺たち三人で十分対応できるよ！
[name="Leonhardt"]  But well... We shouldn't have a lot of trouble taking care of them, as long as they aren't some pain-in-the-neck creeps like the Rusthammers.
[name="레온하르트"]  아…… 하지만 '녹슨 망치' 같은 귀찮은 녀석들만 아니면, 우리끼리 충분히 대처할 수 있어!

[name="莱恩哈特"]  而且距离还很远，就算有车载装备增幅，我的源石技艺也未必就准确，说不定只是镇子在开会讨论或者研究怎么抢修电机。
[name="レオンハルト"]  それにまだ距離がある。車載装備で増幅したとはいえ、俺のアーツでもまだ完璧とは言えない。もしかしたら住人が集まって発電機をどうやって修理するか会議してるだけかもしれないしね。
[name="Leonhardt"]  Besides, we're still pretty far away, and even though the equipment we have on the car helped expand the range, it doesn't necessarily mean my Originium Arts were accurate. Maybe the whole town's just gathering in one spot, trying to figure out how to fix the equipment.
[name="레온하르트"]  게다가 아직 거리도 멀어서, 아무리 차재 장비로 증폭했다고는 하지만 내 오리지늄 아츠가 정확하다고는 할 수 없어. 어쩌면 주민들이 모여 전력 장치를 어떻게 수리할지 연구하고 있을지도 몰라.

[name="莱恩哈特"]  但不管会见到什么结果，现在的你应该都已经做好准备了吧？
[name="レオンハルト"]  という感じで、向かう先は波乱に満ちている可能性もあるけど、どんな結果が待っていようと、今の君ならもう準備はできてるよね？
[name="Leonhardt"]  But no matter what we're going to face, I guess you are ready now?
[name="레온하르트"]  하지만 어떤 결과를 마주하게 되더라도, 지금의 너라면 이미 준비는 되어 있겠지?

[name="格雷伊"]  ......
[name="グレイ"]  ……
[name="Greyy"]  ......
[name="그레이"]  ……

[name="莱恩哈特"]  别发呆啦。这也同样是你想了解的，远离家、远离舰船后要面对的，生活。
[name="レオンハルト"]  ほらボーッとしない。今の状況だって君が理解したいと思ってる、家や船から遠く離れた後に直面しないといけない生活だよ。
[name="Leonhardt"]  Come on, stay with me. This is also the kind of life you want to know. The life far away from home and from the ship.
[name="레온하르트"]  넋 놓고 있지 마. 이것 역시 네가 알고 싶어 했던, 집을, 함선을 떠난 후에 마주하게 되는 생활의 일부니까.

[name="莱恩哈特"]  现在是不是反而开始期待这趟任务需要的只是你的知识而不是战斗力啦？唉，不过对“干员”来说其实也都是一回事啦！
[name="レオンハルト"]  もしかして今度は、この任務に必要なのが戦闘力じゃなくて知識だけだったらいいのに、とか思い始めちゃったのかな？　まぁ、でも「オペレーター」にとっては、どっちも同じことなんだよ？
[name="Leonhardt"]  I guess you're probably hoping that it's your knowledge that our mission needs instead of combat skills now? Well, to us 'operators,' it doesn't really make a difference.
[name="레온하르트"]  아니면 혹시 이제 이 임무에 필요한 게 네 전투력이 아니라 지식이진 않을까 기대하기 시작한 거야? 하지만 사실 '오퍼레이터'에겐 어느 쪽이나 마찬가지라구!

[name="莱恩哈特"]  坏人哪里都有，不会比你被迫离乡时见到的那些乱来的混蛋好到哪里去。但如果你想，你总还是可以为别人做点什么。
[name="レオンハルト"]  君も故郷から追いやられる時、土地を滅茶苦茶にするバカな連中を見ただろう？　ああいう悪党はそこら中にいる。けどそれでも、君が望むなら、誰かにしてあげられることもあるんだ。
[name="Leonhardt"]  There are bad guys everywhere, and they aren't much better than those bad guys back in your hometown when you left, but as long as you still want to, there's always something you can do for somebody out there.
[name="레온하르트"]  나쁜 놈들은 어디에나 있어. 그들은 네가 고향에서 쫓겨날 때 봤던 나쁜 놈들보다 전혀 나을 게 없는 놈들이지. 하지만 그래도 네가 원한다면, 넌 언제든 남을 위해 뭔가를 해볼 수 있는 거야.

[name="格雷伊"]  ......嗯！
[name="グレイ"]  ……わかりました！
[name="Greyy"]  Yeah!
[name="그레이"]  ……네!

