古米是宿舍里第二个醒来的人，她有个习惯。
グムは、ズィマー、イースチナとの三人が暮らす宿舎で二番目に目覚める。彼女には習慣がある。
Gummy is the second one in her dorm to wake up every morning. And she has a habit.
숙소에서 두 번째로 빨리 일어나는 굼에게는 습관이 하나 있다.

一旦被真理叫醒，她就会握握真理的手，然后用同样的方法到隔壁去叫醒凛冬。
イースチナに起こされると、彼女の手を握り、同じ方法で隣のベッドのズィマーを起こすのだ。
As soon as Istina wakes her, they share a handshake. Gummy then goes next door to wake Zima in the same fashion.
이스티나가 굼을 깨우면, 굼은 이스티나의 손을 꼭 잡고 같은 방식으로 옆방의 지마를 깨운다.

至于凛冬握不握她的手，纯看“冬将军”醒来时的心情。
ただし、ズィマーが彼女の手を握るかどうかは、「冬将軍」が目覚めた時の機嫌次第ではあるが。
Whether "The General" decides to shake her hand or not depends entirely on her mood.
지마가 그녀의 손을 잡느냐 잡지 않느냐로, '동장군'이 깨어났을 때의 컨디션을 확인할 수 있다.

6:30 a.m.
6:30 a.m.
6:30 a.m.
6:30 a.m.

罗德岛宿舍区  真理与古米的宿舍
[name="지마"]  잘 자.

[name="古米"]  晚安。
[name="グム"]  おやすみ～。
[name="Gummy"]  Nighty night.
[name="굼"]  잘 자~

[name="凛冬"]  我们上次窝在一起睡觉是什么时候来着？
[name="ズィマー"]  前にこうやって一緒に寝たのはいつだったっけ？
[name="Zima"]  When was the last time we all slept together like this?
[name="지마"]  얼마 만에 이렇게 같이 자는 거지?

[name="真理"]  不记得了，不想记。
[name="イースチナ"]  忘れました、思い出したくもありません。
[name="Istina"]  I can’t even remember. I don’t even want to remember.
[name="이스티나"]  기억 안 납니다. 하고 싶지도 않고요.

[name="古米"]  我也想不起来。
[name="グム"]  グムも思い出せないよ。
[name="Gummy"]  Me either.
[name="굼"]  나도 기억 안 나.

[name="凛冬"]  那就当我多嘴，睡了睡了。
[name="ズィマー"]  あー余計なこと言っちまったな、寝るぞ。
[name="Zima"]  Forget I asked. Just get some sleep.
[name="지마"]  쓸데없는 소리를 했네. 잠이나 자자.

[name="真理"]  Zzz......
[name="イースチナ"]  Zzz……
[name="Istina"]  Zzz......
[name="이스티나"]  (새근…… 새근……)

[name="凛冬"]  这家伙这么快就能睡着吗？
[name="ズィマー"]  こいつ、こんなにすぐ眠るのか？
[name="Zima"]  As soon as her head hits the pillow, huh?
[name="지마"]  대체 어떻게 저렇게 빨리 잠들 수 있는 거지?

[name="古米"]  ......
[name="グム"]  ……
[name="Gummy"]  ......
[name="굼"]  ……

[name="凛冬"]  古米？
[name="ズィマー"]  グム？
[name="Zima"]  Gummy?
[name="지마"]  굼?

[name="古米"]  Zzzzzz......
[name="グム"]  Zzzzzz……
[name="Gummy"]  Zzzzzz......
[name="굼"]  (쿠울…… 쿠울……)

[name="凛冬"]  原来闭上眼睡不着的只有我一个啊......
[name="ズィマー"]  目を閉じても眠れねーのはアタシだけってか……
[name="Zima"]  Guess I’m the only one who doesn’t pass right out.
[name="지마"]  진짜, 나 빼고 다들 머리만 대면 바로 잠드네……

[name="凛冬"]  唉......
[name="ズィマー"]  なんだよ……
[name="Zima"]  *Sigh*......
[name="지마"]  후우……

[name="凛冬"]  不想了，明天还要忙半天，烦死个人。
[name="ズィマー"]  あーもういい、明日も仕事の山だ、めんどくせぇ。
[name="Zima"]  Settle down, brain. We got a busy day tomorrow. Ugh.
[name="지마"]  모르겠다. 내일도 하루 종일 바쁠 텐데, 귀찮게시리.

[name="凛冬"]  ......
[name="ズィマー"]  ……
[name="Zima"]  ......
[name="지마"]  ……

[name="古米"]  （嘻嘻~）
[name="グム"]  （へへっ。）
[name="Gummy"]  (Hehe~)
[name="굼"]  (히히~)

[name="古米"]  （凛冬姐真可爱。）
[name="グム"]  （ズィマーお姉ちゃんは可愛いなぁ。）
[name="Gummy"]  (Zima’s so cute.)
[name="굼"]  (지마 언니는 진짜 귀엽다니까.)

[name="古米"]  （晚安~）
[name="グム"]  （おやすみー。）
[name="Gummy"]  (Nighty night~)
[name="굼"]  (잘 자~)

古米有个习惯。
グムには習慣がある。
Gummy has a habit.
굼에게는 습관이 있다.

......
......
......
......

自治团的乌萨斯们，
自治団のウルサス人たちや、ズィマーとイースチナ。
You know the Ursus Student Self-government Group?
학생자치단의 우르수스인들.

凛冬和真理，
彼女たちとともにあること。
Zima and Istina?
지마와 이스티나.

就是古米的习惯。
それが、グムの習慣だ。
They’re the habit Gummy just can’t quit.
그녀들이 바로 굼의 습관이다.

