PM9：39 罗德岛舰内
p.m. 09:39 ロドス艦内
9:39 PM Inside the Rhodes Island Landship
9:39 p.m  로도스 아일랜드 함선 내부
[name="ミッドナイト"]     その後、色んなツテをたどってロドスに関する理解を深めて、俺は業界を離れる決心をした。そして極東の拠点で登録を済ませた後、遠路遥々ここまでやってきたというわけさ。
[name="Midnight"]     After that, I learned about a place called Rhodes Island and made up my mind to leave the industry and come all the way here after registering with the office in Higashi.
[name="미드나이트"]     그 뒤로, 여러 루트를 알아보다 로도스 아일랜드에 대해 알게 되었고, 난 업계를 떠나기로 결심했어. 극동에 있는 사무소에서 등록을 하고, 먼 길을 떠나 결국 여기 도착하게 됐지.

[name="月见夜"]     在这一路上，我看了很多，想了很多，来到罗德岛之后，对一件事也有了更深刻的了解。
[name="ミッドナイト"]     その道すがら、たくさんのものを見て、たくさんのことを考えた。ロドスに来てからは、とあることに対する理解もさらに深まった。
[name="Midnight"]     Along the way, I saw a lot, and thought a lot more. I came to Rhodes Island with a deep understanding of this one thing.
[name="미드나이트"]     오는 길에 많은 것을 보고, 많은 생각을 했어. 그리고 로도스 아일랜드에 온 이후, 이해하게 된 게 하나 있지.

[name="梓兰"]     看我干什么。
[name="オーキッド"]     私を見つめて何のつもり。
[name="Orchid"]     What are you looking at?
[name="오키드"]     왜 날 쳐다보는 건데?

[name="月见夜"]     接下来是我个人的一点想法，梓兰小姐。
[name="ミッドナイト"]     ここからは俺個人の考えだ、オーキッドさん。
[name="Midnight"]     Let me share my thoughts with you, Orchid.
[name="미드나이트"]     오키드 아가씨, 이제부터는 내 개인적인 생각인데 말이야.

[name="月见夜"]     我并不想说，因为我们在这里见到了世界残酷的真实，所以我们应该接受所谓的真实。
[name="ミッドナイト"]     俺は、この世界の残酷な真実を目にしたからには、それを受け止めるべきだなんて言うつもりは、決してない。
[name="Midnight"]     I'm not trying to say that because we've seen the cruel reality of the world here, we need to accept it.
[name="미드나이트"]     나는 우리가 여기서 잔혹한 세계의 진실을 보았다고 해서, 그 진실을 받아들여야 한다고는 생각하지 않아.

[name="月见夜"]     从我们的角度来说，认为罗德岛的干员们大部分都经历了他们没有必要经历的苦痛才是正常的。
[name="ミッドナイト"]     俺たちの立場から見れば、ロドスのオペレーターの大半は、経験する必要のない苦しみを味わってきたように思えるだろう。それは普通のことさ。
[name="Midnight"]     From our point of view, it's only natural to think that most of Rhodes Island's operators have been through unnecessary pain.
[name="미드나이트"]     우린 로도스 아일랜드의 오퍼레이터들이, 겪지 않아도 되는 고통을 겪는 게 정상이라 생각하고 있잖아.

[name="月见夜"]     我们不应该为自己在所谓温室中生活自卑，但这也不应该作为我们抗拒的借口。
[name="ミッドナイト"]     一方で俺たちは、自分たちがいわゆる温室暮らしだってことを卑屈に思う必要なんてないんだ。とは言え、それを言い訳に、新しい生活を拒むのも違う。
[name="Midnight"]     We shouldn't feel inferior for having grown up in our relative safety, but it isn't an excuse for us to fight it either.
[name="미드나이트"]     하지만 우리가 온실 속 생활을 한다고 자책할 필요는 없어. 물론, 그걸 저항할 핑계로 삼아서는 안 되겠지만.

[name="月见夜"]     生活在哪里都一样的。
[name="ミッドナイト"]     だって、考えてもごらんよ。
[name="Midnight"]     Life is the same everywhere.
[name="미드나이트"]     삶이란 건 어디나 똑같은 거야.

[name="月见夜"]     在我们原本生活的地方，只有努力工作才能赚钱才能获得想要的东西，那么，在这里也是一样的，只不过手段发生了变化。
[name="ミッドナイト"]     俺たちが元々暮らしていたところは、頑張って働いて初めてお金が手に入り、欲しいものを買えるようになる。ここの生活だって同じさ。ただその手段が変わっただけで。
[name="Midnight"]     Where we used to live, the only way to get what we wanted was to work hard and earn money. It's actually the same here.
[name="미드나이트"]     우리가 살던 곳은, 열심히 노력해서 돈을 벌어야 원하는 것을 얻을 수 있었지. 여기 생활도 결국 마찬가지야.

[name="月见夜"]     当然，我们可以选择加入后勤部门，在那里付出努力也是同样的效果，而我也只不过是选择了战斗这条道路，仅此而已。
[name="ミッドナイト"]     もちろん俺たちは、後方支援部に入ることを選んでもいい。どこで努力するのも違いはないからね。ただ俺は、戦いの道を選んだだけさ。
[name="Midnight"]     We could have chosen to join the logistics department and put in the same effort there. But I chose the path of war.
[name="미드나이트"]     물론 후방 지원부를 선택해도 괜찮아. 거기서 노력하는 것도 똑같은 노력이니까. 하지만 나는 전투라는 길을 선택했어. 단지, 그것뿐이야.

[name="梓兰"]     ......你不怕死吗？
[name="オーキッド"]     ……死ぬのが怖くないの？
[name="Orchid"]     ........Aren't you afraid to die?
[name="오키드"]     ……죽는 거 안 무서워?

[name="月见夜"]     我想大家都是怕的。
[name="ミッドナイト"]     きっと誰だって怖いさ。
[name="Midnight"]     I think we're all afraid to die.
[name="미드나이트"]     분명, 누구라도 무서워하겠지.

[name="月见夜"]     但梓兰小姐，你来到这里之后也发现了，我们或许将会面临不得不用战斗来捍卫什么的情况。
[name="ミッドナイト"]     でもオーキッドさん、君もここに来て気付いただろう。俺たちはこれから、何かを守るために仕方なく戦う可能性だってあるんだ。
[name="Midnight"]     But as you've learned in your time here, Orchid, sooner or later you have to fight to defend something.
[name="미드나이트"]     그래도 말이야 아가씨, 여기에 온 뒤로 어쩔 수 없이 싸워야 하는 상황이 일어날 거라는 건 당신도 알고 있었잖아?

[name="月见夜"]     虽然在这时顺势说出“我是为了保护梓兰小姐而变强”应该是个不错的加分点，但是，唯独在这点上，我希望梓兰小姐你想清楚——
[name="ミッドナイト"]     ここでカッコよく「俺はオーキッドさんを守るために強くなった」なんて言えば高得点を貰えるかもしれないけど、これに関してだけは、オーキッドさんにもよく考えてほしいんだ――
[name="Midnight"]     This would be a fine time to say 'I'm training hard so I can be strong to defend you, Orchid,' but I'd like you to think about something instead——
[name="미드나이트"]     이런 순간엔 보통 "오키드 씨를 지키기 위해 강해지겠다"는 말을 하면 가산점을 얻겠지만, 오키드 씨도 한번 제대로 생각해줬으면 해.

[name="月见夜"]     你想在罗德岛过怎样的生活。
[name="ミッドナイト"]     ロドスで、どんな生活を送りたいかを。
[name="Midnight"]     What kind of life do you want to lead at Rhodes Island?
[name="미드나이트"]     로도스 아일랜드에서 어떻게 살아가야 할지.

[name="梓兰"]     ......我知道了。
[name="オーキッド"]     ……わかったわ。
[name="Orchid"]     ........I understand.
[name="오키드"]     ……알겠어.

[name="泡普卡"]     唔，听不懂......
[name="ポプカル"]     うーん、わからない……
[name="Popukar"]     Um... but I don't...
[name="포푸카"]     음, 모르겠어……

[name="斑点"]     听不懂才是对的，这是你永远都不会有的烦恼，比起想这些，不如多吃点菜，我这份给你吧。
[name="スポット"]     わからなくていいさ。ポプカルには一生無縁の悩みだからな。そんなことよりもっとたくさん食べろ。俺の分も食べていいから。
[name="Spot"]     Good. This is something you'll never have to worry about. Why not eat up instead? Here, you can have mine.
[name="스팟"]     못 알아듣는 게 정상이야. 앞으로도 이런 고민은 할 필요 없을걸? 아 됐고, 이거 좀 더 먹어. 이거 줄게.

[name="泡普卡"]     哇，谢谢斑点哥哥！
[name="ポプカル"]     わぁ、ありがとうスポットお兄さん！
[name="Popukar"]     Wow, thanks Spot!
[name="포푸카"]     와아~ 고마워! 스팟 오빠!

[name="月见夜"]     呵呵，没错，泡普卡你不用想这些也没关系的。
[name="ミッドナイト"]     フフ、確かにスポットが言う通りさ。ポプカルさんはこんなことを考えなくたっていい。
[name="Midnight"]     Hehe. He's right. You don't have to worry about this stuff, Popukar.
[name="미드나이트"]     후훗, 맞아. 포푸카는 몰라도 돼.

[name="月见夜"]     也请原谅我的多嘴，梓兰小姐，你问我的问题，也是我来到罗德岛后经常在问自己的问题，所以想法稍微有些多。
[name="ミッドナイト"]     俺のおせっかいを許してほしい、オーキッドさん。君が質問したことは、俺自身ロドスに来てからいつも自分に問いかけている問題でもある。だから思うことも多くてね。
[name="Midnight"]     And forgive me for dumping all this on you, Orchid, but the question you asked me is one I've been asking myself a lot since I came to Rhodes Island. So I had a lot to say about it.
[name="미드나이트"]     쓸데없이 참견해서 미안해, 오키드 아가씨. 하지만 그 질문은, 내가 로도스 아일랜드에 와서 오랫동안 고민했던 거 였거든.

[name="梓兰"]     ......嗯，谢谢你。
[name="オーキッド"]     ……ええ、ありがとう。
[name="Orchid"]     .......Well, thanks for that.
[name="오키드"]     응…… 고마워.

[name="月见夜"]     哦，见鬼，我的神明大人，梓兰小姐居然对我表示了感谢。斑点老兄，泡普卡妹妹，你们可真是我的福星！
[name="ミッドナイト"]     おや、これはどうした、奇跡でも起きたのかな！　オーキッドさんが俺に感謝するだなんて。スポット君、ポプカルちゃん、君たちが俺の幸福の星だ！
[name="Midnight"]     Oh, wonder of wonders, miracle of miracles! The blessed savior Orchid has finally shown me gratitude! Brother Spot, Sister Popukar, such luck you have brought me!
[name="미드나이트"]     오, 세상에, 신이시여! 우리 오키드 아가씨가 생전 고맙다는 말을 다 하다니! 스팟, 포푸카! 너희는 정말 내 복덩이라니까!

[name="梓兰"]     你作死。泡普卡，我们该回去睡觉了，明天还要早起呢。
[name="オーキッド"]     またくだらないことを。ポプカル、そろそろ戻って寝ましょう。明日も早起きだから。
[name="Orchid"]     You're a dead man. Popukar, we need to get to bed. We have a big day tomorrow.
[name="오키드"]     죽는다 진짜. 포푸카, 잘 시간이야. 내일도 일찍 일어나야 해.

[name="泡普卡"]     欸，不听了吗？
[name="ポプカル"]     え、もうお話聞かないの？
[name="Popukar"]     Oh, we're done?
[name="포푸카"]     에에… 더 안 들어?

[name="梓兰"]     没什么好听的了。
[name="オーキッド"]     ええ、もうこれ以上聞くべき話もないでしょうし。
[name="Orchid"]     We're done.
[name="오키드"]     들을 것도 없어.

[name="泡普卡"]     喔......斑点哥哥，月见夜哥哥，晚安。
[name="ポプカル"]     うん……わかったよ。スポットお兄さん、ミッドナイトお兄さん、おやすみなさい。
[name="Popukar"]     Okay.... Good night, Spot. Good night, Midnight.
[name="포푸카"]     응…… 스팟 오빠, 미드나이트 오빠, 잘 자.

[name="斑点"]     晚安。
[name="スポット"]     おやすみ。
[name="Spot"]     Good night.
[name="스팟"]     잘 자.

[name="月见夜"]     好梦，两位美丽的女士。
[name="ミッドナイト"]     良い夢を、美しいお嬢さんたち。
[name="Midnight"]     Sweet dreams to the two beautiful ladies.
[name="미드나이트"]     좋은 꿈 꾸시길. 아름다운 우리 두 아가씨들.

[name="斑点"]     说这么多，你也真不怕我们会是第二个你的后辈。
[name="スポット"]     とは言ったものの、あんたは俺たちが二人目の「後輩」になったらなんて思わないのか？
[name="Spot"]     So you're not worried we'll turn out like the guy from your club?
[name="스팟"]     그래서 넌, 안 무서워? 우리가 네 후배처럼 되는 게.

[name="月见夜"]     呵呵，虽然只是一点自夸，不过我对现在自己的看人眼光，可比过去更加自信。
[name="ミッドナイト"]     フフ、自慢になってしまうが、俺の人を見る目に関しては、昔よりもずっと自信があるんだ。
[name="Midnight"]     Heh heh. Not to toot my own horn, but I have a lot more confidence as a judge of character these days.
[name="미드나이트"]     후후, 잘난 척하는 것처럼 보일지 모르지만, 지금은 나도 사람 보는 눈이라는 게 좀 생겨서 말이지. 예전보다는 나을걸.

[name="斑点"]     嚯。
[name="スポット"]     へぇ。
[name="Spot"]     *Snort*.
[name="스팟"]     어이가 없네 진짜…

[name="月见夜"]     而且我们接下来可是一个队伍，互相了解一些也是好事，不是吗？
[name="ミッドナイト"]     それに俺たちはこれから同じチームのメンバーだからね。いつでもこうやって互いを理解し合える。「後輩」にはなりえないさ。
[name="Midnight"]     Besides, we're on the same team. It's good to get to know each other better, no?
[name="미드나이트"]     그리고 우리는 팀이잖아. 서로 이해하는 건 좋은 일이지, 안 그런가?

[name="斑点"]     行吧。不过我倒是没想到，你原来会想这些有的没的。
[name="スポット"]     はいはい。でもまさかあんたが、そんな風にあれこれ考えてるなんて思わなかったな。
[name="Spot"]     Sure. But I never imagined you'd be hung up on all that garbage.
[name="스팟"]     그래 그렇다 치자. 네가 이런 생각을 할 줄은 또 몰랐네.

[name="月见夜"]     想清楚了，才可以不用去想，不是吗？
[name="ミッドナイト"]     一度しっかり考え抜いてこそ、その後は頭を悩ませなくてよくなるというものだろう？
[name="Midnight"]     Now that I've thought it through, I don't need to trouble myself anymore.
[name="미드나이트"]     제대로 생각을 해둬야, 또 생각할 필요가 없지 않겠어?

[name="斑点"]     难得同意你的观点。话说回来，你刚才有展现什么应付女性的招式吗？
[name="スポット"]     珍しく意見が合ったな。そういえば、女性との接し方をレクチャーするって言ってたけど、さっき何かレクチャーしてたか？
[name="Spot"]     I guess so. Say, did you use any of those tricks for dealing with women just now?
[name="스팟"]     간만에 맞는 말 하나 했네. 그러고 보니까, 방금 네가 한 행동 중에 대체 어떤 게 여성을 다루는 기술인 거야?

[name="月见夜"]     有啊，这可是最重要的一招——说真话。
[name="ミッドナイト"]     もちろん。一番大切なことを教えたじゃないか――女性には嘘をつかないということをね。
[name="Midnight"]     I did indeed. The most important trick of all——telling the truth.
[name="미드나이트"]     사실을 말하는 것, 아주 중요한 기술이라고.

[name="斑点"]     这有什么难的？
[name="スポット"]     それの何が難しいんだ？
[name="Spot"]     Sounds pretty easy to me.
[name="스팟"]     그게 뭐가 어렵다고?

[name="月见夜"]     因为简单，所以重要。
[name="ミッドナイト"]     簡単なことだからこそ、重要なのさ。
[name="Midnight"]     It's important because it's simple.
[name="미드나이트"]     쉬우니까 중요한 거야.

[name="泡普卡"]     梓兰姐姐，回去后我可以去找空爆姐姐听故事吗？
[name="ポプカル"]     オーキッドお姉さん、部屋に戻ってからカタパルトお姉さんのところに行って、絵本を読んでもらってもいい？
[name="Popukar"]     Orchid, when we get back, can Catapult tell me a story?
[name="포푸카"]     오키드 언니, 이따가 캐터펄트 언니한테 이야기 들으러 가도 돼?

[name="梓兰"]     被月见夜耽误得已经有点晚了，今晚不行。
[name="オーキッド"]     ミッドナイトの話が長くて遅くなっちゃったから、今日はダメよ。
[name="Orchid"]     Not tonight. Midnight kept us out too late.
[name="오키드"]     미드나이트 때문에 너무 늦었어. 오늘은 안 돼.

[name="泡普卡"]     喔......
[name="ポプカル"]     そっかぁ……残念だなぁ。
[name="Popukar"]     Oh....
[name="포푸카"]     우웅……

[name="泡普卡"]     没关系，梓兰姐姐能高兴起来泡普卡也就高兴了。
[name="ポプカル"]     でもオーキッドお姉さんが嬉しそうなのは、ポプカルも嬉しい。
[name="Popukar"]     Okay. I'm just glad to see you happy, Orchid.
[name="포푸카"]     그래도 괜찮아. 오키드 언니가 기쁘니까 나도 기뻐.

[name="梓兰"]     嗯？我刚才难道一直都表现得不高兴吗？
[name="オーキッド"]     あら？　私はさっきまで機嫌が悪そうに見えた？
[name="Orchid"]     Oh? Have I been unhappy lately?
[name="오키드"]     응? 아까 내가 기분 나쁜 표정을 하고 있었나?

[name="泡普卡"]     唔，泡普卡不知道该怎么说，但是梓兰姐姐从后勤部那里出来后，总觉得有点不高兴，现在没有啦。
[name="ポプカル"]     うーん、よくわからないけど、あのお部屋から出てきた時はちょっと機嫌が悪そうだったよ。でも今はもう大丈夫。
[name="Popukar"]     Um, I don't know how to say this. But you seemed very upset after we left the logistics department. Not now though. Now you look happy.
[name="포푸카"]     음, 뭐라 말해야 할지 잘 모르겠는데… 언니 표정, 후방 지원부에서 나왔을 때부터 계속 안 기뻤어. 근데 지금은 아니야.

[name="梓兰"]     是吗......也是。
[name="オーキッド"]     そうだったかしら……そうだったかもしれないわね。
[name="Orchid"]     Did I...? I guess I did.
[name="오키드"]     그런가…… 그런 거 같네.

[name="梓兰"]     谢谢你，泡普卡。
[name="オーキッド"]     ありがとうね、ポプカル。
[name="Orchid"]     Thank you, Popukar.
[name="오키드"]     고마워, 포푸카.

[name="泡普卡"]     泡普卡什么都没做哦？
[name="ポプカル"]     ポプカルは何もしてないよ？
[name="Popukar"]     Did I do something?
[name="포푸카"]     포푸카는 아무것도 안 했는데?

[name="梓兰"]     呵呵，你只是还不知道而已。
[name="オーキッド"]     フフッ、あなたが気付いてないだけよ。
[name="Orchid"]     Hehe. You just don't know it yet.
[name="오키드"]     후후, 네가 모르는 것뿐이야.

[name="？？？"]     那个，请问是梓兰小姐吗？
[name="？？？"]     あの、すみません、オーキッドさんですか？
[name="???"]     Excuse me, are you Orchid?
[name="???"]     혹시 오키드 씨인가요?

[name="梓兰"]     嗯？你是......
[name="オーキッド"]     えっ？　あなたは……
[name="Orchid"]     Oh? You are...?
[name="오키드"]     응? 당신은……

[name="空"]     我是企鹅物流的空，那个，我听说您在时尚潮流和裁缝方面很拿手，能耽误您一些时间吗！
[name="ソラ"]     私はペンギン急便のソラといいます。あの、オーキッドさんが流行りのファッションと裁縫に詳しいって聞いて飛んできました。少しお時間いただいてもいいですか！
[name="Sora"]     I'm Sora, with Penguin Logistics. I've heard you're kind of an expert on fashion, and pretty handy with a needle and thread. Can I talk to you for a minute?
[name="소라"]     펭귄 로지스틱스의 소라라고 해요. 저…… 오키드 씨가 패션이나 재봉에 일가견이 있다고 들어서요. 혹시 시간 좀 내주시면 안 될까요?

PM6：23 罗德岛舰内
p.m. 06:23 ロドス艦内
6:23 PM Inside the Rhodes Island Landship
6:23 p.m. 로도스 아일랜드 함선 내부

[name="后勤干员A"]     还是决定继续作为战斗干员工作吗，好吧。虽然很可惜，但既然是梓兰小姐你自己的选择，我们也尊重你的选择。
[name="支援オペレーターA"]     やっぱり戦闘オペレーターを続けられるんですね。わかりました。残念ではありますが、オーキッドさんご自身が決めたことですし、その考えを尊重します。
[name="Logistics Operator A"]     So you decided to carry on as a combat operator. That's too bad. But it's your call, Orchid. We'll respect it.
[name="지원 오퍼레이터 A"]     역시 전투원 쪽으로 가시기로 한 건가요. 네… 뭐 아쉽긴 하지만, 오키드 씨의 선택이니 존중해 드려야죠.

[name="梓兰"]     嗯，虽然确实不是很适合我，但也是难得的经验，我也想再努力尝试一下。
[name="オーキッド"]     ええ……私には向かない仕事かもしれないけど、貴重な経験だし、もう少し頑張ってみようと思って。
[name="Orchid."]     Yes. It may not be a good fit for me, but it's a special opportunity. I don't want to waste it.
[name="오키드"]     응. 잘 맞는 건 아니지만 그래도 귀중한 경험이니까, 좀 더 해보려고.

[name="后勤干员A"]     这么说也是呢，整天坐在办公室里还蛮无聊的......干脆我申请转岗试试好了。
[name="支援オペレーターA"]     そう言われるとそうですね、毎日デスクワークというのもつまらないですから……自分も異動申請を出してみようかな。
[name="Logistics Operator A"]     That's true. Sitting in the office all day is pretty boring.... Maybe I should apply for a transfer and try it out.
[name="지원 오퍼레이터A"]     하긴, 온종일 사무실에 앉아있는 것도 따분하죠…… 저도 전환 신청이나 할까 봐요.

[name="后勤干员B"]     算了吧你，杜宾教官的新兵训练你就撑不过去了。
[name="支援オペレーターB"]     止めとけって。きっとドーベルマン教官の新人訓練ですら突破できないから。
[name="Logistics Operator B."]     You're dreaming. You wouldn't last two seconds with Dobermann.
[name="지원 오퍼레이터B"]     아서라. 도베르만 교관 밑에서라면 신병 훈련도 못 버틸걸?

[name="后勤干员A"]     啊，也是，那个据说超难的，也真亏梓兰小姐你坚持住了。
[name="支援オペレーターA"]     あ、確かに……噂によるとかなり厳しいそうですね。そんな訓練に耐え抜くなんて、オーキッドさんはすごいです。
[name="Logistics Operator A"]     Oh yeah, I've heard about that one. It's pretty cool you made it through her training, Orchid.
[name="지원 오퍼레이터A"]     그러고 보니 그거 엄청 힘들다고 소문이 자자하던데, 오키드 씨는 어떻게 잘 버티셨네요?

[name="梓兰"]     习惯了倒也还好吧......那我今天就先到这里了。
[name="オーキッド"]     慣れてしまえば大したことないわ……じゃあ今日はこの辺にしておくわね。
[name="Orchid"]     You get used to it... Anyway, that's all for today.
[name="오키드"]     습관이 되면 괜찮달까…… 그럼 오늘은 여기까지 할게.

[name="后勤干员A"]     这么早啊？
[name="支援オペレーターA"]     いつもより早いですね。
[name="Logistics Operator A"]     Heading back so early?
[name="지원 오퍼레이터A"]     오늘은 좀 일찍 가시네요?

[name="梓兰"]     嗯，稍微有点事情。
[name="オーキッド"]     ええ、ちょっと用事があってね。
[name="Orchid"]     Yeah, I have a thing.
[name="오키드"]     뭐, 할 일이 좀 있어서.

[name="后勤干员A"]     好吧，那么明天见。
[name="支援オペレーターA"]     わかりました、ではまた明日。
[name="Logistics Operator A."]     Okay, see you tomorrow.
[name="지원 오퍼레이터A"]     네. 그럼 내일 봬요.

[name="梓兰"]     明天见。
[name="オーキッド"]     また明日。
[name="Orchid"]     See you tomorrow.
[name="오키드"]     내일 봐.

[name="梓兰"]     痛痛痛......真的是，现在才知道自己的身体有多缺乏锻炼。
[name="オーキッド"]     イタタ……全くもう、自分の身体がこれほどトレーニング不足だなんて……初めて知ったわ。
[name="Orchid"]     Oof... All these aches. That's what I get for skipping the gym that long.
[name="오키드"]     아야야…… 아파라, 내가 얼마나 운동 부족인지 이제야 알았네.

[name="梓兰"]     别说帮他们写文档了，我快连手都抬不起来了。
[name="オーキッド"]     支援部の資料清書を手伝うどころか、手も上がらないわ。
[name="Orchid"]     I can't even move my hand to fill out a form.
[name="오키드"]     문서 작성을 도와주기는커녕, 손도 못 들겠어.

[name="梓兰"]     唉，真是自找苦吃。
[name="オーキッド"]     はぁ、自業自得ね。
[name="Orchid"]     Ugh, why did I do this to myself?
[name="오키드"]     휴… 정말이지, 늘 사서 고생이라니까.

[name="空爆"]     梓兰姐！！！你终于来了，我正要去找你呢！
[name="カタパルト"]     オーキッドの姉さん！！！　丁度よかった、探しに行こうと思ってたところだよ！
[name="Catapult"]     Orchid!!!! There you are. I've been looking for you!
[name="캐터펄트"]     오키드 언니!! 여기 있었구나, 계속 찾았다고!

[name="梓兰"]     ......怎么了，泡普卡又把什么弄坏了？
[name="オーキッド"]     ……どうしたの、ポプカルがまた何か壊した？
[name="Orchid"]     ........What's the matter? What did Popukar break this time?
[name="오키드"]     ……왜 그래? 포푸카가 또 사고 쳤어?

[name="空爆"]     那倒没有，月见夜想不开找泡普卡训练，快来看好戏！
[name="カタパルト"]     それは大丈夫。ミッドナイトの奴が何を思ったか、ポプカルと訓練するって言い出したんだよ、その勇姿を見届けてあげないと！
[name="Catapult"]     Nothing. It's Midnight, he's sparring with Popukar. You've gotta see this!
[name="캐터펄트"]     그건 아니고, 미드나이트가 웬일로 포푸카랑 훈련을 한대. 보러 가자!

[name="梓兰"]     ......好吧，反正我今天也实在没什么力气了。
[name="オーキッド"]     ……そうね。どっちにしろ今日はもう何かする気力もないしね。
[name="Orchid"]     ...Okay. I'm totally out of it today anyway.
[name="오키드"]     그래…… 어차피 오늘은 뭐라 할 힘도 없다.

[name="空爆"]     梓兰姐你最近怎么突然申请了新的体能课程，感觉和你的印象不符欸？
[name="カタパルト"]     姉さん、どうして最近になって急に新しいトレーニングコースへの参加申請なんて出したのさ、姉さんらしくないというか。
[name="Catapult"]     What made you want to sign up for fitness training? It's not like you.
[name="캐터펄트"]     근데 언니, 왜 갑자기 체력 훈련을 신청한 거야? 이미지랑 안 맞는데.

[name="梓兰"]     只是转换了一下心态而已。
[name="オーキッド"]     ただ気持ちを入れ替えてみただけよ。
[name="Orchid"]     Call it a change of heart.
[name="오키드"]     심경의 변화가 있었달까.

[name="空爆"]     这样啊，那我来给你捶捶背揉揉肩吧！
[name="カタパルト"]     そう？　じゃああたしが肩のマッサージをしたげるよ！
[name="Catapult"]     Oh. Want me to give you a shoulder rub?
[name="캐터펄트"]     그래? 그럼 안마해 줄게!

[name="梓兰"]     无事献殷勤，说吧，你是不是又偷偷闯祸了？
[name="オーキッド"]     急にご機嫌取りなんて怪しいわね。何をやらかしたの、言ってみなさい。
[name="Orchid"]     Okay, out with it, what did you do this time?
[name="오키드"]     왜 갑자기 아부를 떨지? ……말해, 또 무슨 사고를 친 거야?!

[name="空爆"]     欸，我才没有！
[name="カタパルト"]     ちょっと、何もやってないって！
[name="Catapult"]     Woah, hey, I didn't do anything!
[name="캐터펄트"]     아, 아니거든!

[name="梓兰"]     那就信你一次。
[name="オーキッド"]     本当に？　まあ、今回だけは信じてあげるわ。
[name="Orchid"]     I'll believe you, for once.
[name="오키드"]     이번 한 번만 믿어주지.

[name="空爆"]     ......
[name="カタパルト"]     ……
[name="Catapult"]     ........
[name="캐터펄트"]     ……

[name="梓兰"]     怎么了？
[name="オーキッド"]     どうかした？
[name="Orchid"]     What?
[name="오키드"]     왜 그래?

[name="空爆"]     总觉得最近梓兰姐变了一点。
[name="カタパルト"]     最近姉さんがちょっと変わった気がしてさ。
[name="Catapult"]     You seem kinda different lately.
[name="캐터펄트"]     최근에 언니가 좀 변한 것 같아서.

[name="梓兰"]     有吗？
[name="オーキッド"]     そう？
[name="Orchid"]     Do I?
[name="오키드"]     그래?

[name="空爆"]     嗯......该怎么说呢，我也说不上来，就是感觉上......
[name="カタパルト"]     うん……何て言うか、うまく言えないけど、なーんかそんな気がして……
[name="Catapult"]     I can't quite put my finger on it... But yeah...
[name="캐터펄트"]     음…… 뭐랄까, 뭐라 말로 표현은 잘 못하겠는데, 느낌이……

[name="梓兰"]     行了，不是要去看月见夜吃瘪吗？
[name="オーキッド"]     ……まぁいいわ、それよりミッドナイトがボコボコにされるのを見に行くんじゃないの？
[name="Orchid"]     Come on, weren't we going to see Midnight eat shit?
[name="오키드"]     됐어. 미드나이트가 지는 거 보러 안 갈 거야?

[name="空爆"]     对哦，不管了！我们快走吧！
[name="カタパルト"]     そうだったね、じゃあさっさと行こう！
[name="Catapult"]     Hell yeah we were!
[name="캐터펄트"]     아 그치! 얼른 가자!

[name="梓兰"]     真的是。
[name="オーキッド"]     まったく。
[name="Orchid"]     Hah.
[name="오키드"]     정말이지…

[name="梓兰"]     真是自讨苦吃。
[name="オーキッド"]     本当に自業自得ね。
[name="Orchid"]     Go looking for trouble and you just might find it.
[name="오키드"]     사서 고생이라니까.

